Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;TN;TX;TAVG;RR;FF_AVG;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaibulan;30/07/2023;00:32 WIB;NASA-NOAA20;Medium;0,00000;32555;23.1;31.8;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungairaya Dalam;15/08/2023;00:32 WIB;NASA-NOAA20;Medium;0,00000;10925;21.8;34.6;26.5;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;13/08/2023;01:11 WIB;NASA-NOAA20;Medium;0,00000;18661;21.8;34.6;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;0,00000;18749;22.7;33.4;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;18787;23.2;34.8;27.4;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;23/08/2023;01:21 WIB;NASA-NOAA20;Medium;0,00000;18445;23.6;29.2;24.8;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;29/08/2023;01:11 WIB;NASA-NOAA20;Medium;0,00000;18412;23.3;34.6;28.6;0.8;2.0;;;
Kalimantan Barat;KUBU RAYA;Sungai Raya;Tebang Kacang;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;0,00000;18785;23.8;34.2;28.0;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Kuala Karang;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;47224;23.8;34.0;27.7;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Madura;19/07/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;27264;23.9;34.2;28.3;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Pasir Putih;15/08/2023;13:14 WIB;NASA-NOAA20;Medium;0,00000;25799;21.8;34.6;26.5;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Sungai Nibung;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;0,00000;50654;24.1;34.4;27.2;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Gelam;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;0,00000;36781;21.8;34.6;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Hulu;12/06/2023;13:12 WIB;NASA-NOAA20;Medium;0,00000;29037;23.8;33.0;27.8;26.2;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Hulu;15/08/2023;13:14 WIB;NASA-NOAA20;Medium;0,00000;31092;21.8;34.6;26.5;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Hulu;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;30505;23.2;34.8;27.4;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Hulu;21/06/2023;13:44 WIB;NASA-NOAA20;Medium;0,00000;31313;24.0;33.4;27.2;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Hulu;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;0,00000;3104;23.6;34.0;27.5;0.0;4.0;;;
Kalimantan Barat;KUBU RAYA;Teluk Pakedai;Teluk Pakedai Satu;15/08/2023;13:14 WIB;NASA-NOAA20;Medium;0,00000;25852;21.8;34.6;26.5;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;47369;23.2;34.0;28.0;;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;0,00000;26701;23.2;33.4;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;19/07/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;30538;23.9;34.2;28.3;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;26631;23.8;34.0;27.7;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;24/07/2023;13:25 WIB;NASA-NOAA20;Medium;0,00000;30809;24.5;33.4;27.5;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0,00000;30231;23.4;34.0;28.1;0.0;3.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Sungai Radak Satu;02/06/2023;12:59 WIB;NASA-NOAA20;Medium;0,00000;37405;23.4;34.7;28.6;0.2;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Teluk Bayur;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;37606;23.2;34.8;27.4;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Teluk Empening;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;0,00000;39583;22.7;33.4;26.6;0.0;2.0;;;
Kalimantan Barat;KUBU RAYA;Terentang;Terentang Hulu;15/08/2023;13:14 WIB;NASA-NOAA20;Medium;0,00000;46798;21.8;34.6;26.5;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Bapinang;02/08/2023;12:48 WIB;NASA-MODIS;Medium;1,00000;63714;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Bukit Makmur Jaya;30/08/2023;12:42 WIB;NASA-MODIS;Medium;1,00000;62773;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Batu-Batu;04/08/2023;12:33 WIB;NASA-MODIS;Medium;2,00000;22147;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Batu-Batu;30/07/2023;21:03 WIB;NASA-MODIS;Medium;2,00000;22775;22.2;34.5;27.7;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Batu-Batu;31/08/2023;21:33 WIB;NASA-MODIS;Medium;2,00000;24236;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Birang;06/08/2023;20:55 WIB;NASA-MODIS;Medium;2,00000;22147;24.0;35.2;28.4;0.0;1.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Kelurahan Gunung Tabur;28/07/2023;12:38 WIB;NASA-MODIS;Medium;2,00000;47943;23.8;34.2;27.9;;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Maluang;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;48839;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Maluang;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;24744;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;02/08/2023;12:48 WIB;NASA-MODIS;Medium;2,00000;16823;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;21/08/2023;12:59 WIB;NASA-MODIS;Medium;2,00000;1868;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;28/08/2023;12:57 WIB;NASA-MODIS;Medium;2,00000;54733;24.1;32.8;27.8;3.4;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;18721;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;31/07/2023;13:03 WIB;NASA-MODIS;Medium;2,00000;20235;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Kelay;Long Beliu;21/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;68917;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Kelay;Long Lamcin;21/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;92221;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Kelay;Long Pelay;04/08/2023;12:33 WIB;NASA-MODIS;Medium;1,00000;9102;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Kelay;Long Sului;21/08/2023;12:59 WIB;NASA-MODIS;Medium;2,00000;2669;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Kelay;Merabu;30/08/2023;12:42 WIB;NASA-MODIS;Medium;1,00000;58468;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;02/06/2023;12:44 WIB;NASA-MODIS;Medium;1,00000;30493;24.4;34.2;27.0;0.0;0.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;02/08/2023;12:48 WIB;NASA-MODIS;Medium;1,00000;50779;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;04/08/2023;12:33 WIB;NASA-MODIS;Medium;1,00000;50738;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;14/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;35052;23.8;34.1;27.3;26.7;1.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;19/07/2023;12:53 WIB;NASA-MODIS;Medium;1,00000;38148;23.5;34.8;28.7;0.0;2.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;21/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;48072;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Kelay;Merapun;30/08/2023;12:42 WIB;NASA-MODIS;Medium;1,00000;58236;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Kelay;Merasa;28/06/2023;12:55 WIB;NASA-MODIS;Medium;1,00000;80191;23.6;35.0;27.2;;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;07/08/2023;09:15 WIB;NASA-MODIS;Medium;2,00000;21431;25.0;35.1;28.7;8888.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;25127;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;30/07/2023;12:21 WIB;NASA-MODIS;Medium;2,00000;23465;22.2;34.5;27.7;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;30/08/2023;20:55 WIB;NASA-MODIS;Medium;2,00000;2162;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;31/07/2023;13:03 WIB;NASA-MODIS;Medium;2,00000;24614;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Kasai;31/08/2023;01:02 WIB;NASA-MODIS;Medium;2,00000;21958;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;05/08/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;29269;24.8;36.1;28.8;;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;11/06/2023;12:29 WIB;NASA-MODIS;Medium;2,00000;25169;24.5;35.6;28.2;8888.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;18/06/2023;12:27 WIB;NASA-MODIS;Medium;2,00000;25095;23.4;33.7;26.5;0.7;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;21/08/2023;12:59 WIB;NASA-MODIS;Medium;2,00000;31989;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;28/06/2023;12:55 WIB;NASA-MODIS;Medium;2,00000;25794;23.6;35.0;27.2;;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;30273;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;30/07/2023;21:03 WIB;NASA-MODIS;Medium;2,00000;26903;22.2;34.5;27.7;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;22682;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;31/07/2023;13:03 WIB;NASA-MODIS;Medium;2,00000;27421;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;04/08/2023;21:12 WIB;NASA-MODIS;Medium;2,00000;2905;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;05/08/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;26637;24.8;36.1;28.8;;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;06/08/2023;12:21 WIB;NASA-MODIS;Medium;2,00000;30936;24.0;35.2;28.4;0.0;1.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;3192;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Pulau Derawan;Teluk Semanting;31/07/2023;13:03 WIB;NASA-MODIS;Medium;2,00000;25301;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;02/07/2023;12:27 WIB;NASA-MODIS;Medium;1,00000;98705;23.7;33.6;27.2;8888.0;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;02/08/2023;12:48 WIB;NASA-MODIS;Medium;1,00000;96007;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;04/08/2023;12:33 WIB;NASA-MODIS;Medium;2,00000;364;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;05/08/2023;13:16 WIB;NASA-MODIS;Medium;1,00000;93706;24.8;36.1;28.8;;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;09/07/2023;12:25 WIB;NASA-MODIS;Medium;1,00000;98977;24.3;33.2;27.9;1.5;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;10/08/2023;01:06 WIB;NASA-MODIS;Medium;1,00000;97697;23.7;34.4;27.4;23.5;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;11/06/2023;12:29 WIB;NASA-MODIS;Medium;1,00000;99457;24.5;35.6;28.2;8888.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;11/07/2023;08:52 WIB;NASA-MODIS;Medium;1,00000;99543;24.4;32.8;27.5;0.0;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;11/08/2023;21:03 WIB;NASA-MODIS;Medium;1,00000;94004;23.8;33.0;27.9;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;21/07/2023;12:38 WIB;NASA-MODIS;Medium;1,00000;99467;25.2;33.2;27.3;0.0;3.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;21/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;94707;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;28/06/2023;09:49 WIB;NASA-MODIS;Medium;1,00000;99023;23.6;35.0;27.2;;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;30/07/2023;08:41 WIB;NASA-MODIS;Medium;1,00000;98998;22.2;34.5;27.7;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;30/08/2023;12:42 WIB;NASA-MODIS;Medium;1,00000;9892;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;31/07/2023;00:41 WIB;NASA-MODIS;Medium;2,00000;102;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;31/08/2023;01:02 WIB;NASA-MODIS;Medium;1,00000;99512;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Gurimbang;30/06/2023;09:34 WIB;NASA-MODIS;Medium;2,00000;1615;24.0;33.8;28.3;1.0;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;07/08/2023;09:15 WIB;NASA-MODIS;Medium;1,00000;91693;25.0;35.1;28.7;8888.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;08/06/2023;09:19 WIB;NASA-MODIS;Medium;1,00000;8933;24.6;34.6;27.8;8888.0;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;09/08/2023;12:46 WIB;NASA-MODIS;Medium;1,00000;95441;23.0;35.8;27.3;24.3;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;11/06/2023;12:29 WIB;NASA-MODIS;Medium;1,00000;89441;24.5;35.6;28.2;8888.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;12/07/2023;12:53 WIB;NASA-MODIS;Medium;1,00000;93546;23.0;34.1;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;14/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;87687;23.8;34.1;27.3;26.7;1.0;;;
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;21/08/2023;12:59 WIB;NASA-MODIS;Medium;1,00000;95875;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Segah;Bukit Makmur;10/08/2023;01:06 WIB;NASA-MODIS;Medium;2,00000;5469;23.7;34.4;27.4;23.5;1.0;;;
Kalimantan Timur;BERAU;Segah;Bukit Makmur;14/08/2023;09:06 WIB;NASA-MODIS;Medium;2,00000;5532;23.8;34.1;27.3;26.7;1.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;01/08/2023;20:46 WIB;NASA-MODIS;Medium;2,00000;20019;24.2;35.5;28.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;02/08/2023;12:48 WIB;NASA-MODIS;Medium;2,00000;16334;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;04/08/2023;12:36 WIB;NASA-MODIS;Medium;2,00000;24385;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;05/08/2023;09:32 WIB;NASA-MODIS;Medium;2,00000;30798;24.8;36.1;28.8;;1.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;09/08/2023;12:46 WIB;NASA-MODIS;Medium;2,00000;18822;23.0;35.8;27.3;24.3;1.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;25/08/2023;12:29 WIB;NASA-MODIS;Medium;2,00000;27039;23.8;34.5;27.2;1.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;26/07/2023;12:50 WIB;NASA-MODIS;Medium;2,00000;185;23.4;34.0;28.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;6077;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;20057;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Gunung Sari;31/08/2023;09:13 WIB;NASA-MODIS;Medium;2,00000;28448;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Long Ayan;02/08/2023;12:48 WIB;NASA-MODIS;Medium;2,00000;20813;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Long Ayan;04/08/2023;21:12 WIB;NASA-MODIS;Medium;2,00000;34874;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Segah;Long Ayan;12/07/2023;12:53 WIB;NASA-MODIS;Medium;2,00000;17241;23.0;34.1;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Long Ayan;31/07/2023;13:03 WIB;NASA-MODIS;Medium;2,00000;19765;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Punan Segah;02/08/2023;12:48 WIB;NASA-MODIS;Medium;2,00000;32434;23.8;35.2;28.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Siduung Indah;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;559;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Tepian Buah;04/08/2023;12:33 WIB;NASA-MODIS;Medium;2,00000;9003;24.6;35.6;28.6;0.0;1.0;;;
Kalimantan Timur;BERAU;Segah;Tepian Buah;21/08/2023;12:59 WIB;NASA-MODIS;Medium;2,00000;13438;24.0;34.9;27.6;27.4;1.0;;;
Kalimantan Timur;BERAU;Segah;Tepian Buah;25/08/2023;12:29 WIB;NASA-MODIS;Medium;2,00000;14058;23.8;34.5;27.2;1.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Tepian Buah;26/07/2023;12:50 WIB;NASA-MODIS;Medium;2,00000;17798;23.4;34.0;28.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Segah;Tepian Buah;30/08/2023;12:42 WIB;NASA-MODIS;Medium;2,00000;20449;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Tabalar;Semurut;26/07/2023;12:50 WIB;NASA-MODIS;Medium;1,00000;80035;23.4;34.0;28.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Tabalar;Tubaan;30/08/2023;12:42 WIB;NASA-MODIS;Medium;1,00000;76446;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Talisayan;Dumaring;09/08/2023;12:46 WIB;NASA-MODIS;Medium;1,00000;52012;23.0;35.8;27.3;24.3;1.0;;;
Kalimantan Timur;BERAU;Talisayan;Talisayan;02/06/2023;12:44 WIB;NASA-MODIS;Medium;1,00000;57734;24.4;34.2;27.0;0.0;0.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Labanan Jaya;05/08/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;6196;24.8;36.1;28.8;;1.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Labanan Jaya;29/07/2023;13:16 WIB;NASA-MODIS;Medium;2,00000;10184;22.4;34.0;27.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Labanan Makarti;09/08/2023;12:46 WIB;NASA-MODIS;Medium;2,00000;3046;23.0;35.8;27.3;24.3;1.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Labanan Makmur;10/08/2023;01:06 WIB;NASA-MODIS;Medium;2,00000;4131;23.7;34.4;27.4;23.5;1.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Labanan Makmur;31/08/2023;01:02 WIB;NASA-MODIS;Medium;2,00000;2383;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Tumbit Melayu;07/08/2023;09:15 WIB;NASA-MODIS;Medium;2,00000;268;25.0;35.1;28.7;8888.0;2.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Tumbit Melayu;31/07/2023;13:03 WIB;NASA-MODIS;Medium;1,00000;92112;22.8;36.5;27.8;0.0;2.0;;;
Kalimantan Timur;BERAU;Teluk Bayur;Tumbit Melayu;31/08/2023;21:33 WIB;NASA-MODIS;Medium;2,00000;735;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Batu Putih;07/08/2023;01:21 WIB;NASA-NOAA20;Medium;1,00000;33725;25.0;35.1;28.7;8888.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Batu Putih;17/07/2023;12:16 WIB;NASA-NOAA20;Medium;1,00000;3153;24.4;34.2;28.9;8888.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Batu Putih;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;33806;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Batu Putih;30/08/2023;11:51 WIB;NASA-NOAA20;Medium;1,00000;33572;24.0;36.2;29.2;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Batu Putih;31/08/2023;00:32 WIB;NASA-NOAA20;Medium;1,00000;34053;25.1;36.2;29.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Kayu Indah;01/08/2023;12:36 WIB;NASA-NOAA20;Medium;1,00000;42696;24.2;35.5;28.6;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Kayu Indah;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;42792;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Lobang Kelatak;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;34711;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Tembudan;17/08/2023;12:36 WIB;NASA-NOAA20;Medium;1,00000;45402;24.0;34.0;27.8;4.5;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Tembudan;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;1,00000;47327;23.6;34.2;28.3;;2.0;;;
Kalimantan Timur;BERAU;Batu Putih;Tembudan;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;46539;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Bapinang;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;62771;24.1;32.6;27.9;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Bapinang;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;64422;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Ilir;14/08/2023;11:51 WIB;NASA-NOAA20;Medium;1,00000;56667;23.8;34.1;27.3;26.7;1.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Ilir;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;64596;23.8;33.6;29.0;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Lempake;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;65222;24.1;32.6;27.9;0.0;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Lempake;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;1,00000;62634;24.0;32.6;26.7;9.2;1.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Lempake;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;1,00000;63348;23.5;34.3;27.7;0.0;1.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Lempake;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;1,00000;62719;23.6;34.2;28.3;;2.0;;;
Kalimantan Timur;BERAU;Biatan;Biatan Lempake;28/07/2023;12:10 WIB;NASA-NOAA20;Medium;1,00000;69475;23.8;34.2;27.9;;2.0;;;
